"","Name","Size","Sector","Country","Country Status","Region","Date Added","Title","Publication Year","Type","Report Pdf Address","Report Html Address","Adherence Level","Status","Application Level","Sector Supplements (Final)","GRI Content Index URL","Integrated","Organization type","Listed/Non-listed","OECD","UNGC","CDP","IFC","ISO","External Assurance","Type of Assurance Provider","Assurance Provider","Stakeholder Panel/ Expert Opinion","Assurance Scope","Level of Assurance","Assurance Standard: AA1000 AS","Assurance Stanadard: ISAE3000","Assurance Standard: national (general)","Assurance Standard: national (sustainability)","Materiality Matters Check","GRI Service","Featured Report?","OS","GOLD Community","SDGs"
"96","KAC (Korea Airports Corporation)","Large","Aviation","Korea, Republic of","OECD","Asia","16-12-2009","Sustainability Report 2008",2009,"GRI - G3",NA,NA,NA,"Third-party-checked","A+","Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Korean Air","Large","Aviation","Korea, Republic of","OECD","Asia","5-10-2009","2009 Sustainability Report",2009,"GRI - G3",NA,"http://kr.koreanair.com/kalmain/intro/general/environment/06.aspx",NA,"Self-declared","A","Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Lufthansa Group","MNE","Aviation","Germany","OECD","Europe","14-2-2017","Nachhaltigkeitsbericht Balance 2009",2009,"Non - GRI","https://www.lufthansagroup.com/fileadmin/downloads/de/LH-Nachhaltigkeitsbericht_2009.pdf","https://www.lufthansagroup.com/service/downloads.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Munich Airport","Large","Aviation","Germany","OECD","Europe","4-1-2010","Report 2008",2009,"GRI - G3","http://www.munich-airport.de/media/download/general/publikationen/en/nachhalt-2008_en.pdf","http://www.munich-airport.de/en/company/",NA,"GRI-checked","A","Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Qantas","MNE","Aviation","Australia","OECD","Oceania","19-11-2009","2009 Sustainability Report",2009,"GRI - G3",NA,"http://annualreport.qantas.com.au/global-reporting-initiative-index/",NA,NA,"Undeclared","Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","SAS Group AB (Sweden)","Large","Aviation","Sweden","OECD","Europe","29-3-2009","Annual Sustainability Report 2008",2009,"GRI - G3","http://www.sasgroup.net/SASGROUP_SUSTAINABILITY/CMSForeignContent/GRI%202008.pdf",NA,NA,"Third-party-checked","A+","Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Schiphol Group","Large","Aviation","Netherlands","OECD","Europe","16-3-2009","Jaarverslag Verantwoord Ondernemen",2009,"GRI - G3","http://www.schipholgroup.nl/CorporateResponsibility/CorporateResponsibilityVerslagen/CorporateResponsibilityVerslagen.htm",NA,NA,"GRI-checked","B","Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","SEA Milano","Large","Aviation","Italy","OECD","Europe","1-12-2015","Rapporto Ambientale 2008",2009,"Non - GRI","http://www.seamilano.eu/sites/sea14.message-asp.com/files/docs/rapporto_sostenibilita_2008_0.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","TAV","Large","Aviation","Turkey","DAC-UMICT","Asia","27-8-2015","Annual Report 2008",2009,"Non - GRI","http://www.tavyatirimciiliskileri.com/en-EN/Lists/Annual%20Reports/Attachments/6/TAV_Airports_Holding%202008_Annual%20Report.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Toronto Pearson - GTAA","Large","Aviation","Canada","OECD","Northern America","24-1-2010","2008 CSR Report",2009,"GRI - G3","http://www.gtaa.com/local/files/en/Corporate/Publications/CorporateSocialResponsibilityReport2008.pdf",NA,NA,NA,"Undeclared","Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Transat","Large","Aviation","Canada","OECD","Northern America","16-3-2015","CSR Report 2008",2009,"Non - GRI","http://www.resp.transat.com/_pdf/en/corporate.social.responsibility.report.2008.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","VT Group","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","12-1-2010","Annual report and accounts 2009",2009,"GRI - G3",NA,"http://investors.babcock.co.uk/annual-and-half-year-reports/2009.aspx",NA,NA,"Undeclared","Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","AENA","Large","Aviation","Spain","OECD","Europe","6-9-2010","Memoria de Responsabilidad Social Corporativa 2009",2010,"GRI - G3","http://www.aena.es/csee/ccurl/68/899/tomoII_rsc.pdf","http://www.aena.es/csee/Satellite/Aena/es/AcercaDeAena_FP/1237547666528/1237547416579/Memoria-anual-2009.html",NA,"GRI-checked","B+","Not Used","http://www.aena.es/csee/ccurl/904/199/anexos,3.pdf","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Aeroporto di Bologna","Large","Aviation","Italy","OECD","Europe","1-12-2014","Bilancio di sostenibilitá 2009",2010,"GRI - G3","http://www.bologna-airport.it/System/1744606/bilancio_sostenibilita_2009.pdf",NA,NA,"Self-declared","C","Not Used",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Aeroports de Paris (ADP)","Large","Aviation","France","OECD","Europe","13-9-2010","CSR Report 2009",2010,"GRI - G3","http://www.aeroportsdeparis.fr/ADP/Resources/98d687ba-9974-4d8e-9531-0a35a8d03282-Rapportenvironnementetresponsabilitesocietale2009.pdf",NA,NA,"Self-declared","C","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Air China","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","14-6-2010","Social Responsibility Report 2009",2010,"GRI - G3","http://www.airchina.com.cn/en/images/en/investor_relations/csr/2013/11/27/9A1235F04A4878AC4F05E89B5BD0FC2F.pdf","http://www.airchina.com.cn/en/investor_relations/csr.shtml?lnohdjecjecbimgl",NA,NA,"Undeclared","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Air France-KLM","Large","Aviation","France","OECD","Europe","13-7-2010","Corporate Social Responsibility Report 2009-10",2010,"GRI - G3","http://corporate.airfrance.com/fileadmin/dd_dossiers/pdf/RADDAFKLM0910_VA_A4.pdf",NA,NA,"GRI-checked","A","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","AMR","Large","Aviation","United States of America","OECD","Northern America","22-6-2010","2009 AMR Corporate Responsibility Report",2010,"GRI - G3",NA,"http://www.aa.com/i18n/aboutUs/corporateResponsibility/main.jsp&anchorEvent=false",NA,"Self-declared","C","Not Used",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","ANA","Large","Aviation","Portugal","OECD","Europe","6-9-2010","Relatório de Sustentabilidade 2009",2010,"GRI - G3","http://www.ana.pt/SiteCollectionDocuments/Sobre%20a%20ANA/Publicacoes/Relat%C3%B3rios%20de%20Sustentabilidade/ENG//2009_Sustainability_Report.pdf","http://www.bcsdportugal.org/uploader/index.php?action=download&field=http://www.bcsdportugal.org/files/5d36f8559168127f3a2bd9fdfa888226e8c97845.pdf",NA,"Third-party-checked","B+","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Asiana Airlines","Large","Aviation","Korea, Republic of","OECD","Asia","8-8-2010","2010 Sustainability Report",2010,"GRI - G3","http://flyasiana.com/download_file/Sustainability_2010_%EC%98%81%EB%AC%B8.pdf",NA,NA,NA,"Undeclared","Not Used",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","ASUR","MNE","Aviation","Mexico","DAC-UMICT","Latin America & the Caribbean","28-11-2010","Annual Sustainability Report 2009",2010,"GRI - G3",NA,"http://www.asur.com.mx/asur/informe2009/en/",NA,"Self-declared","C","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Athens International Airport S.A.","Large","Aviation","Greece","OECD","Europe","28-7-2010","Corporate Responsibility Report 2009",2010,"GRI - G3",NA,"http://ebook.aia.gr/?id=117",NA,"Third-party-checked","B+","Not Used",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Cargolux Airlines International","Large","Aviation","Luxembourg","OECD","Europe","24-6-2014","Annual Report 2009",2010,"GRI - G3","http://www.paperjam.lu/sites/default/files/fichiers_contenus/rapports_annuels/2009/Cargolux_2009_GB.pdf",NA,NA,"Self-declared","C","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Cathay Pacific Airways","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","15-6-2010","Sustainable Development Report 2009",2010,"GRI - G3","http://downloads.cathaypacific.com/cx/press/SDreport_en2009.pdf",NA,NA,"GRI-checked","A+","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","China Eastern Airlines","Large","Aviation","Mainland China","DAC-UMICT","Asia","9-8-2010","Social Responsibility Report 2009",2010,"GRI - G3","http://www.irwebcast.com/cgi-local/report/redirect.cgi?url=http://202.66.146.82/listco/hk/chinaeast/annual/2009/ar2009.pdf","http://www.sustainabilityreport.cn/ReportShow.asp?ReportId=1214",NA,NA,"Undeclared","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","China Southern Airlines","Large","Aviation","Mainland China","DAC-UMICT","Asia","5-7-2010","Social Responsibility Report 2009",2010,"GRI - G3",NA,"http://www.sustainabilityreport.cn/ReportShow.asp?ReportId=1178",NA,NA,"Undeclared","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Delta Air Lines","Large","Aviation","United States of America","OECD","Northern America","3-11-2010","Corporate Responsibility Report 2009",2010,"GRI - G3","http://news.delta.com/file.php/1091/Delta-2010-CSR.pdf",NA,NA,"Self-declared","C","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Embraer","MNE","Aviation","Brazil","DAC-UMICT","Latin America & the Caribbean","4-1-2012","Annual Report 2009",2010,"GRI - G3","http://www1.embraer.com.br/relatorios_anuais/relatorio_2009/english/files/eg_relatorio2009.pdf","http://www1.embraer.com.br/relatorios_anuais/relatorio_2009/english/index.html",NA,"Self-declared","C","Not Applicable",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","FAI rent a-jet","SME","Aviation","Germany","OECD","Europe","8-9-2015","Chairman´s Report to Stakeholders 2010",2010,"Non - GRI",NA,"https://www.unglobalcompact.org/system/attachments/5719/original/FAI_Chairman_s_Report_to_Stakeholders_COP_2010.pdf?1279531818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Finnair","Large","Aviation","Finland","OECD","Europe","9-9-2010","CR Report 2009",2010,"GRI - G3","http://www.finnairgroup.com/linked/en/konserni/Finnair_corporate_responsibility_report_2009.pdf","http://www.finnairgroup.com/responsibility/index.html",NA,"Third-party-checked","A","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Fraport AG","Large","Aviation","Germany","OECD","Europe","19-7-2010","Nachhaltigkeitsbericht 2009",2010,"GRI - G3",NA,NA,NA,"GRI-checked","B","Not Used",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","HAESL (Hong Kong Aero Engines Services Limited)","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","24-2-2016","Sustainable Development Summary Report 2009",2010,"GRI - G3","http://www.haesl.com/pdf/en/2009-HAESL-Sustainability-Summary-Report-E.pdf",NA,NA,"Third-party-checked","C+","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","HNA Group","Large","Aviation","Mainland China","DAC-UMICT","Asia","21-12-2011","Social Responsibility White Paper 2009",2010,"GRI - G3",NA,"http://www.sustainabilityreport.cn/ReportShow.asp?ReportId=2338",NA,NA,"Undeclared","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Hong Kong Aircraft Engineering Company (HAECO)","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","13-10-2010","Sustainable Development Report 2009",2010,"GRI - G3","http://www.haeco.com/about_haeco/HX_SD_09_report%20_%28final%29.pdf",NA,NA,"Third-party-checked","C+","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Hong Kong Airport Services (HAS)","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","20-1-2011","Sustainable Development Report 2009",2010,"GRI - G3","http://www.has.com.hk/cms/images/downloadable/SD%20Report%202009.pdf",NA,NA,"Self-declared","B","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","IBERIA AIRLINES OF SPAIN","Large","Aviation","Spain","OECD","Europe","8-6-2010","Annual Report 2009",2010,"GRI - G3",NA,"http://grupo.iberia.es/corporativa/InformeAnual/index.html",NA,"Third-party-checked","A+","Not Applicable",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Incheon Airport IIAC","Large","Aviation","Korea, Republic of","OECD","Asia","23-2-2012","Social Responsibility Report 2010",2010,"GRI - G3",NA,"http://www.airport.kr/iiacms/pageWork.iia?_scode=C0506030704#popup",NA,"Self-declared","A","Airport Operators",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","ITP (Industria de Turbo Propulsores)","Large","Aviation","Spain","OECD","Europe","11-10-2012","Sustainability Report 2009",2010,"GRI - G3","http://www.itp.es/web/Sec_DC/wf_documentoslst.aspx?idReg=9&idMenu=13&idSubMenu=18&tipoMenu=MS","http://www.itp.es/web/Sec_DC/wf_documentoslst.aspx?idReg=9&idMenu=13&idSubMenu=18&tipoMenu=MS",NA,"Self-declared","B","Not Applicable",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","KAC (Korea Airports Corporation)","Large","Aviation","Korea, Republic of","OECD","Asia","5-9-2010","Sustainability report 2010",2010,"GRI - G3","http://www.airport.co.kr/images/www/guide/Sustainablity_Report_English(2010).pdf",NA,NA,"Third-party-checked","A+","Not Used",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Korean Air","Large","Aviation","Korea, Republic of","OECD","Asia","3-12-2010","Sustanability Report 2010",2010,"GRI - G3","http://www.koreanair.com/etc/downloads/Environmental_Report/2010_environment_eng.pdf","http://kr.koreanair.com/kalmain/intro/general/environment/06.aspx",NA,"Self-declared","A","Not Applicable",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Lufthansa Group","MNE","Aviation","Germany","OECD","Europe","5-6-2011","Balance 2010",2010,"Non - GRI","http://verantwortung.lufthansa.com/fileadmin/downloads/de/LH-Nachhaltigkeitsbericht-2011.pdf","http://verantwortung.lufthansa.com/de/service/downloads.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
